EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,Attrition,SoftSkillsScore,TechnicalSkillsScore,LeadershipScore,CommunicationScore,AdaptabilityScore,InnovationScore,TeamworkScore,CultureFitScore,EngagementScore,GrowthPotential,SalaryCompetitiveness
362,51,Male,Divorced,3,Life Sciences,Human Resources,HR Analyst,3,9735,4,11,4,1,0,1,1,5,Travel_Rarely,No,4,3,4,4,4,4,13,0,0,5.1,9.2,8.8,5.6,6.2,5.6,7.3,6.9,9.4,7.3,97.4
363,19,Male,Single,4,Medical,Human Resources,HR Manager,4,15307,0,2,0,0,0,3,1,1,Non-Travel,Yes,4,2,2,3,2,3,13,1,0,6.0,7.9,1.7,5.9,6.6,6.3,9.5,6.9,6.4,5.5,102.0
364,49,Male,Divorced,3,Life Sciences,Research & Development,Research Scientist,1,2105,1,1,1,1,1,2,6,5,Travel_Rarely,No,3,3,4,3,3,3,13,1,0,8.8,7.1,2.6,7.7,4.8,6.3,5.1,6.7,7.9,6.0,70.2
365,40,Male,Single,1,Human Resources,Technology,DevOps Engineer,3,7887,3,13,0,1,0,2,4,1,Travel_Rarely,No,4,3,2,4,2,3,17,0,0,7.6,4.0,2.8,7.5,6.3,4.3,7.8,6.8,7.4,4.9,78.9
366,39,Male,Divorced,2,Life Sciences,Sales,Sales Representative,1,1684,1,15,1,1,1,2,5,14,Travel_Rarely,Yes,4,2,2,2,3,4,23,2,1,7.5,6.8,3.8,6.0,5.0,6.6,6.7,6.0,6.6,6.3,56.1
367,42,Male,Married,4,Technical Degree,Research & Development,Research Director,1,2249,3,11,2,0,1,2,2,11,Travel_Frequently,No,4,2,4,4,2,4,24,3,1,6.2,5.8,5.1,3.5,8.6,5.3,6.0,6.9,7.5,6.3,75.0
368,39,Male,Divorced,2,Technical Degree,Technology,Tech Lead,4,13603,1,1,0,1,1,1,4,1,Travel_Rarely,No,1,4,2,4,3,3,15,0,0,5.3,6.5,3.9,7.5,6.8,6.9,8.9,7.3,7.1,6.2,90.7
369,39,Female,Single,4,Medical,Sales,Sales Executive,2,6594,5,15,5,1,0,4,6,14,Travel_Rarely,No,3,3,2,2,4,4,14,1,0,5.9,8.9,3.6,6.5,7.5,7.8,6.1,6.5,7.4,7.6,109.9
370,59,Female,Married,3,Life Sciences,Sales,Manager,3,11366,11,16,1,3,0,2,0,3,Travel_Frequently,No,4,3,3,4,3,4,16,1,0,4.9,7.6,6.9,9.6,3.4,4.4,6.4,6.3,8.4,5.6,113.7
371,23,Male,Married,3,Other,Human Resources,HR Analyst,4,10323,0,8,0,0,0,3,3,3,Travel_Rarely,No,2,3,3,2,3,1,24,1,1,7.8,8.5,5.3,6.5,3.6,5.3,7.6,6.0,6.6,5.4,68.8
372,32,Female,Married,1,Other,Human Resources,HR Analyst,5,23248,1,14,1,1,0,1,6,1,Travel_Frequently,No,4,3,1,3,2,3,18,0,0,2.6,7.9,7.5,7.0,5.9,6.4,8.8,6.2,6.6,7.4,116.2
373,54,Male,Married,2,Life Sciences,Technology,Software Engineer,4,7931,9,10,2,1,4,0,0,14,Travel_Rarely,No,3,4,1,3,1,2,12,1,0,5.9,5.6,7.7,6.7,3.9,7.5,6.8,5.9,6.1,5.3,52.9
374,50,Female,Married,5,Medical,Technology,DevOps Engineer,2,4415,4,7,0,3,3,3,1,4,Travel_Frequently,No,2,3,4,3,4,3,22,0,0,10.0,9.9,6.2,7.7,1.4,4.9,8.3,6.6,8.0,5.6,73.6
375,25,Male,Married,4,Other,Sales,Sales Executive,2,4698,0,1,0,0,0,1,6,1,Travel_Rarely,Yes,1,4,2,3,1,4,13,0,0,6.7,6.7,7.3,7.6,7.9,6.1,9.4,7.4,5.5,7.6,78.3
376,22,Female,Single,4,Life Sciences,Sales,Sales Executive,1,2625,3,6,0,2,3,2,4,27,Non-Travel,No,4,3,3,2,4,4,12,0,0,5.8,8.6,5.5,5.3,7.1,9.2,9.5,7.3,8.2,7.7,87.5
377,56,Female,Married,3,Medical,Technology,Tech Lead,2,5106,1,2,0,1,0,1,0,2,Non-Travel,No,3,4,4,4,3,3,24,1,0,10.0,9.4,3.4,5.0,5.1,7.6,8.8,7.7,8.9,5.9,85.1
378,21,Male,Single,4,Life Sciences,Research & Development,Manufacturing Director,2,5365,1,12,0,0,1,4,0,22,Travel_Rarely,No,3,1,3,2,3,2,17,0,0,6.4,5.0,3.0,8.7,6.7,5.5,8.8,7.1,5.9,4.5,89.4
379,23,Male,Divorced,3,Medical,Human Resources,HR Manager,3,8188,14,14,0,3,7,2,5,2,Travel_Rarely,Yes,3,4,2,3,1,3,22,0,0,10.0,6.9,2.0,6.3,9.8,9.7,8.5,8.3,6.5,7.1,81.9
380,49,Male,Married,3,Life Sciences,Sales,Sales Representative,3,10131,7,17,1,1,1,2,6,14,Travel_Frequently,No,3,4,3,2,3,3,12,0,0,6.6,8.0,7.4,7.8,4.8,6.9,5.5,6.2,7.8,7.2,101.3
381,47,Male,Divorced,1,Medical,Research & Development,Laboratory Technician,5,20490,5,7,2,1,0,3,0,8,Travel_Rarely,No,2,2,3,2,4,4,24,0,0,8.4,6.6,6.2,6.5,8.1,9.5,7.7,7.6,6.6,6.9,102.4
382,52,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,3,8007,1,8,1,0,1,2,5,15,Travel_Frequently,No,4,2,4,3,4,3,15,0,0,10.0,10.0,1.0,4.2,5.7,8.2,7.8,7.3,8.4,6.7,80.1
383,57,Female,Divorced,4,Marketing,Human Resources,HR Analyst,3,9932,0,4,0,0,0,5,5,29,Travel_Rarely,No,4,3,3,1,2,3,21,0,1,7.2,7.4,7.1,9.1,5.4,10.0,8.0,7.3,6.6,7.4,99.3
384,33,Male,Divorced,5,Other,Research & Development,Research Scientist,2,7068,10,13,3,2,4,3,1,16,Travel_Rarely,No,2,2,1,4,4,3,20,2,0,6.5,7.9,6.0,8.2,4.2,9.0,6.1,6.5,6.6,6.3,117.8
385,30,Female,Married,1,Technical Degree,Research & Development,Manufacturing Director,1,2163,0,4,0,0,0,2,5,4,Travel_Rarely,No,3,4,2,3,3,4,19,1,0,8.1,9.8,4.0,7.8,6.8,5.1,8.0,7.0,7.8,7.2,72.1
386,59,Female,Married,4,Human Resources,Research & Development,Research Director,2,6675,2,7,2,1,2,5,1,13,Travel_Rarely,No,3,4,3,4,3,3,18,1,0,5.5,4.9,4.0,5.6,8.0,7.6,8.5,7.6,8.5,5.7,111.2
387,47,Male,Single,3,Technical Degree,Sales,Sales Executive,3,7508,1,6,1,0,1,4,5,9,Travel_Rarely,Yes,2,3,4,2,3,2,18,1,0,8.9,6.3,5.3,8.1,7.1,4.2,7.6,7.2,7.0,6.0,75.1
388,36,Male,Divorced,3,Life Sciences,Sales,Manager,1,3205,4,8,1,0,0,3,5,1,Travel_Frequently,No,4,1,3,4,4,3,13,3,1,6.0,5.6,8.2,7.4,6.1,7.8,5.8,7.0,7.8,7.0,106.8
389,34,Male,Married,2,Life Sciences,Research & Development,Research Scientist,3,7571,1,12,0,1,1,2,6,21,Travel_Rarely,Yes,3,4,1,3,2,3,23,1,0,4.7,7.6,5.9,5.9,5.3,9.4,6.4,6.1,6.8,7.3,75.7
390,36,Female,Single,3,Other,Research & Development,Manufacturing Director,3,9801,1,11,1,0,0,1,6,5,Travel_Rarely,No,2,2,4,1,2,4,23,0,1,6.9,9.5,4.4,6.6,9.6,4.3,7.7,7.0,5.4,7.8,98.0
391,45,Male,Single,3,Life Sciences,Research & Development,Research Scientist,1,2589,9,20,2,1,1,3,1,1,Travel_Rarely,Yes,3,1,3,4,3,2,22,3,0,6.3,5.4,10.0,6.9,5.5,7.5,7.4,7.1,6.6,6.2,86.3
392,43,Female,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,2,3214,4,9,1,1,4,2,0,4,Travel_Rarely,No,3,3,4,4,4,4,24,0,0,3.3,4.9,7.8,6.1,5.5,7.3,5.3,6.5,8.9,6.0,53.6
393,54,Female,Divorced,4,Technical Degree,Technology,DevOps Engineer,2,6915,0,8,0,0,0,2,3,7,Travel_Frequently,No,1,4,3,2,3,3,11,3,0,7.0,7.3,7.8,7.5,3.7,7.3,7.6,6.4,6.8,6.5,115.3
394,43,Male,Divorced,4,Life Sciences,Technology,Data Scientist,2,4104,6,10,0,0,4,2,4,6,Travel_Rarely,No,1,4,3,4,3,3,12,1,0,5.4,9.0,7.9,8.3,9.7,3.6,5.8,7.2,7.5,7.7,68.4
395,40,Male,Married,3,Life Sciences,Research & Development,Research Director,3,6341,1,13,0,0,0,2,4,6,Non-Travel,No,1,3,3,4,4,3,17,0,1,6.3,5.8,8.4,6.3,3.5,5.1,5.9,6.0,7.5,6.0,63.4
396,26,Female,Single,5,Other,Sales,Sales Executive,3,7412,2,7,2,1,2,0,1,2,Travel_Rarely,No,3,3,4,3,4,4,14,2,0,5.4,5.5,6.8,6.8,8.2,6.6,5.7,7.1,8.5,6.5,74.1
397,29,Female,Single,3,Human Resources,Sales,Sales Representative,3,12803,5,8,5,1,5,0,0,8,Travel_Rarely,Yes,3,3,4,2,4,4,23,0,0,8.0,9.4,6.0,6.8,7.6,5.3,5.3,6.7,8.1,6.9,128.0
398,18,Male,Single,2,Medical,Human Resources,Human Resources,4,9740,1,13,1,0,1,1,6,19,Travel_Rarely,Yes,4,1,4,3,4,3,20,0,1,7.0,6.7,6.2,8.2,5.6,4.1,4.4,6.3,7.8,6.4,64.9
399,18,Male,Single,4,Other,Research & Development,Laboratory Technician,3,8803,2,4,2,2,2,1,6,3,Travel_Rarely,No,3,4,2,2,4,3,15,1,0,4.8,8.0,3.2,7.3,6.9,7.9,5.4,6.2,8.0,7.0,88.0
400,51,Female,Married,2,Technical Degree,Sales,Manager,5,13956,6,18,0,1,2,5,3,7,Travel_Frequently,No,4,1,3,2,3,3,23,1,0,9.1,9.1,1.5,8.5,7.3,4.7,7.4,7.1,6.4,6.0,69.8
401,49,Male,Single,3,Technical Degree,Technology,Data Scientist,1,2024,13,24,2,0,1,1,2,2,Travel_Rarely,No,4,3,3,3,2,4,11,0,0,7.5,7.8,7.4,6.0,10.0,5.9,7.5,7.5,7.4,7.6,67.5
402,42,Female,Married,2,Life Sciences,Sales,Manager,3,5780,3,8,3,0,3,5,6,1,Non-Travel,No,3,3,4,1,3,3,21,1,0,6.3,7.1,9.6,7.0,9.7,10.0,6.8,7.7,7.1,8.9,57.8
403,57,Male,Divorced,1,Life Sciences,Human Resources,HR Analyst,2,5315,0,10,0,0,0,2,1,7,Travel_Rarely,No,4,1,1,3,4,3,12,2,0,5.9,5.5,5.2,7.9,7.8,8.1,6.8,6.9,6.6,6.1,88.6
404,18,Male,Married,4,Technical Degree,Research & Development,Research Director,2,4838,2,12,0,0,0,0,2,1,Travel_Rarely,No,3,4,1,2,4,4,19,0,0,6.9,6.2,8.8,8.1,7.0,6.1,7.3,6.4,7.6,7.0,80.6
405,33,Female,Divorced,2,Human Resources,Technology,Software Engineer,1,1934,2,6,1,0,2,3,4,10,Travel_Frequently,No,3,3,2,2,2,3,16,1,1,5.1,7.5,9.1,6.4,7.7,6.8,6.4,6.3,6.1,7.7,64.5
406,56,Male,Married,3,Technical Degree,Sales,Sales Representative,3,9984,2,5,2,0,2,2,4,8,Travel_Rarely,No,3,1,2,2,2,4,17,3,0,9.0,8.9,5.0,6.9,6.9,6.6,6.2,6.5,4.9,7.3,99.8
407,22,Male,Single,1,Life Sciences,Technology,Product Manager,1,2989,2,6,0,1,2,2,6,3,Non-Travel,No,4,4,1,3,4,4,23,3,0,8.7,6.3,8.4,5.8,7.1,3.1,7.5,6.1,8.5,7.1,99.6
408,39,Male,Married,4,Life Sciences,Technology,Tech Lead,1,2703,5,11,3,3,0,2,3,4,Non-Travel,Yes,3,2,1,3,3,4,15,0,1,6.5,6.1,7.3,4.1,5.3,6.7,8.7,6.1,6.1,6.6,90.1
409,46,Male,Single,3,Human Resources,Sales,Manager,5,22214,0,0,0,0,0,5,3,19,Non-Travel,Yes,3,1,3,4,3,4,19,2,1,6.4,7.7,5.4,6.5,6.4,8.3,6.1,7.1,6.6,7.0,111.1
410,20,Female,Married,4,Life Sciences,Sales,Sales Executive,4,12092,1,14,1,0,1,4,2,1,Travel_Frequently,Yes,2,3,1,4,3,3,24,2,0,5.7,5.9,7.1,6.5,7.9,5.8,7.3,6.7,6.6,6.4,80.6
411,29,Male,Married,3,Marketing,Research & Development,Research Director,3,9048,3,17,3,0,3,6,6,6,Travel_Rarely,No,3,2,4,2,2,3,20,2,0,7.4,7.7,6.6,6.4,6.6,7.5,6.0,6.8,6.2,7.4,90.5
412,43,Male,Single,2,Life Sciences,Technology,Data Scientist,3,7913,1,1,1,1,1,6,4,20,Travel_Frequently,No,2,4,1,2,4,3,15,0,0,7.4,5.7,2.1,5.4,7.4,7.0,7.8,6.4,7.1,5.8,79.1
413,33,Female,Single,3,Life Sciences,Technology,DevOps Engineer,5,12573,23,33,14,0,3,1,3,19,Travel_Rarely,No,4,1,4,3,4,4,16,0,0,8.1,7.4,10.0,7.8,5.6,7.3,10.0,7.9,7.8,7.6,62.9
414,54,Female,Married,2,Technical Degree,Research & Development,Laboratory Technician,3,8872,2,14,2,2,2,2,3,7,Travel_Rarely,No,3,1,4,2,4,3,20,0,0,7.4,6.5,3.9,8.0,6.4,3.9,8.0,6.9,6.9,5.5,88.7
415,39,Male,Divorced,3,Technical Degree,Technology,Product Manager,1,2579,10,10,3,0,1,1,4,3,Travel_Frequently,No,1,4,2,1,2,3,19,0,1,5.7,7.2,6.4,6.9,4.3,6.8,7.7,5.8,5.4,6.4,86.0
416,46,Male,Divorced,3,Life Sciences,Sales,Sales Executive,4,12921,11,12,0,0,10,1,6,1,Travel_Rarely,Yes,1,2,1,2,4,4,15,0,0,5.9,8.2,9.7,5.8,7.9,9.4,7.8,6.8,5.4,9.0,86.1
417,31,Female,Married,5,Life Sciences,Sales,Sales Executive,3,9135,9,17,7,0,0,7,4,1,Travel_Rarely,No,2,4,2,3,3,4,14,2,1,7.2,6.9,5.5,6.1,3.3,6.0,7.4,5.9,7.2,6.1,91.4
418,45,Female,Single,1,Technical Degree,Technology,Product Manager,2,6411,0,12,0,0,0,2,0,9,Travel_Rarely,No,1,3,3,3,3,3,22,0,0,6.0,7.6,4.5,7.0,7.4,5.5,6.8,6.8,6.5,5.9,106.8
419,22,Male,Divorced,4,Life Sciences,Technology,Product Manager,2,4795,14,18,0,2,7,3,5,1,Travel_Rarely,No,4,1,3,4,3,2,15,2,0,9.1,6.0,6.3,8.3,4.0,7.7,5.5,7.0,7.1,6.0,79.9
420,47,Male,Divorced,2,Marketing,Research & Development,Laboratory Technician,2,4042,0,13,0,0,0,4,3,17,Travel_Frequently,Yes,4,1,3,3,4,3,21,0,0,7.0,6.2,5.3,5.0,4.8,7.9,7.2,6.5,7.4,6.0,67.4
421,22,Male,Married,3,Other,Technology,Software Engineer,5,17108,0,8,0,0,0,2,2,7,Travel_Frequently,Yes,4,2,2,3,4,3,23,1,0,4.8,5.4,8.4,6.2,4.7,8.4,7.1,6.3,7.6,6.3,85.5
422,29,Female,Divorced,3,Life Sciences,Technology,Software Engineer,2,4863,2,14,2,0,0,0,6,1,Travel_Frequently,No,4,3,3,3,3,3,15,0,0,6.9,6.9,4.3,7.2,8.0,5.8,7.0,7.1,8.0,6.8,81.0
423,33,Female,Married,5,Other,Technology,Product Manager,5,21540,1,5,1,1,1,3,1,2,Travel_Frequently,Yes,3,1,3,2,4,2,15,1,1,6.7,7.4,4.9,8.1,4.3,7.1,7.5,6.6,6.5,5.4,107.7
424,43,Female,Divorced,2,Life Sciences,Technology,DevOps Engineer,4,13277,1,15,1,1,1,4,1,7,Travel_Rarely,No,4,3,4,2,3,3,11,1,1,9.0,7.6,5.8,5.0,6.2,9.9,7.9,7.5,8.0,6.7,88.5
425,43,Female,Divorced,1,Marketing,Technology,Tech Lead,3,6548,1,14,1,1,1,1,4,1,Travel_Rarely,Yes,4,3,3,4,4,3,15,1,0,7.1,9.5,3.4,5.9,5.7,4.4,7.7,6.7,9.0,6.3,65.5
426,38,Female,Single,3,Medical,Sales,Manager,3,9869,1,7,1,0,1,3,5,12,Non-Travel,No,4,3,2,2,4,3,15,0,0,7.9,7.7,4.9,3.5,6.0,3.2,6.8,5.4,7.9,6.2,98.7
427,56,Male,Married,2,Other,Technology,Product Manager,2,5645,5,18,0,0,4,4,6,20,Travel_Rarely,No,4,2,2,2,4,4,11,0,0,6.8,6.4,4.9,9.0,7.8,7.6,7.7,7.3,7.2,7.3,94.1
428,53,Male,Divorced,2,Life Sciences,Sales,Sales Representative,1,2553,1,14,0,0,0,2,6,25,Travel_Rarely,No,4,3,3,2,4,3,23,1,0,8.5,10.0,3.5,5.3,6.3,6.9,6.2,6.4,8.2,7.2,85.1
429,50,Male,Single,3,Medical,Technology,Product Manager,1,2974,3,17,0,2,3,4,2,10,Travel_Frequently,Yes,1,2,3,1,2,3,14,0,1,9.0,5.8,4.8,7.7,6.2,5.2,5.1,6.1,4.5,5.5,99.1
430,47,Male,Married,1,Other,Research & Development,Research Scientist,3,10396,21,26,2,1,1,1,0,15,Travel_Frequently,No,3,2,2,1,4,3,18,0,1,5.6,7.3,7.5,9.1,4.9,4.7,6.5,5.7,6.4,5.8,104.0
431,54,Female,Divorced,1,Marketing,Technology,Tech Lead,2,4622,2,3,2,2,2,4,3,7,Travel_Rarely,No,3,4,2,3,2,4,14,0,0,6.1,8.7,2.0,9.1,4.8,5.8,7.2,6.5,7.1,5.9,77.0
432,40,Male,Married,4,Medical,Research & Development,Manufacturing Director,1,2049,5,7,5,0,1,1,0,4,Non-Travel,No,3,3,3,2,3,4,17,2,0,6.7,7.8,8.0,4.3,4.0,8.0,5.0,5.6,7.1,6.6,68.3
433,27,Male,Single,3,Life Sciences,Sales,Sales Representative,2,4988,17,21,1,3,1,0,6,9,Travel_Rarely,Yes,4,1,3,3,2,3,16,1,1,8.4,3.9,5.0,8.5,5.9,7.9,7.3,7.4,6.1,6.1,83.1
434,22,Male,Married,2,Technical Degree,Research & Development,Laboratory Technician,5,19931,0,3,0,0,0,3,2,2,Travel_Rarely,No,4,2,2,4,2,4,15,0,0,6.0,8.0,6.7,8.2,9.2,6.4,7.4,7.6,6.8,7.5,99.7
435,53,Male,Single,2,Life Sciences,Technology,Tech Lead,2,4894,2,15,2,0,2,2,0,1,Travel_Rarely,Yes,3,3,4,4,3,3,19,0,0,3.7,6.2,8.0,8.4,6.8,5.0,8.3,7.4,8.2,6.0,81.6
436,51,Male,Married,3,Life Sciences,Technology,Tech Lead,4,10430,9,19,2,7,3,6,4,11,Travel_Rarely,No,1,4,3,3,4,3,23,0,0,8.2,5.9,4.1,3.7,6.6,1.0,7.7,5.9,7.8,5.2,69.5
437,48,Male,Single,2,Marketing,Research & Development,Laboratory Technician,2,5162,13,18,3,1,4,4,1,25,Travel_Frequently,No,3,1,3,3,3,1,18,0,0,5.8,4.5,6.9,6.1,3.7,6.9,5.5,5.9,6.2,4.7,86.0
438,27,Female,Married,3,Life Sciences,Technology,Product Manager,2,2966,4,11,1,1,0,3,4,6,Travel_Rarely,Yes,2,3,4,2,2,3,15,2,0,6.5,7.2,3.4,4.5,8.5,7.3,7.6,7.1,6.4,6.7,49.4
439,36,Male,Married,2,Other,Technology,Product Manager,1,2337,0,7,0,0,0,2,3,5,Travel_Rarely,Yes,3,3,3,4,3,3,24,3,0,6.4,6.3,3.2,6.3,9.4,5.7,7.2,7.5,7.9,6.2,77.9
440,49,Female,Married,3,Other,Human Resources,Human Resources,2,5851,11,13,3,0,1,0,4,6,Travel_Rarely,No,3,4,4,3,4,3,20,0,0,3.9,7.5,5.5,8.2,5.0,10.0,7.7,7.4,9.1,6.9,97.5
441,18,Male,Married,3,Technical Degree,Sales,Manager,3,10039,0,3,0,0,0,2,2,5,Travel_Rarely,Yes,1,2,3,3,3,3,17,1,0,5.2,5.7,5.7,9.9,4.7,4.5,8.6,6.8,5.9,5.3,100.4
442,22,Male,Married,3,Technical Degree,Technology,Product Manager,1,1500,2,2,0,2,0,5,6,4,Travel_Rarely,No,1,3,4,3,4,3,24,1,0,8.3,10.0,7.9,8.3,9.1,9.0,6.3,8.3,7.5,9.0,50.0
443,21,Male,Married,4,Technical Degree,Human Resources,HR Analyst,3,8172,2,3,0,0,2,1,2,23,Travel_Frequently,No,3,2,3,3,2,3,21,1,0,6.9,6.4,3.0,7.6,7.2,7.5,6.8,7.3,6.2,5.8,81.7
444,33,Male,Single,3,Life Sciences,Technology,DevOps Engineer,3,9518,2,14,1,2,2,2,3,5,Travel_Frequently,No,4,3,3,3,3,3,19,0,1,8.4,8.7,7.2,6.2,9.6,5.6,7.2,7.5,8.0,7.6,95.2
445,41,Female,Married,2,Technical Degree,Technology,Product Manager,3,6500,7,15,4,2,3,3,3,1,Travel_Rarely,Yes,1,3,2,3,3,2,17,1,1,9.4,8.7,5.2,6.2,8.6,2.8,6.6,6.6,6.1,6.4,65.0
446,33,Male,Single,2,Life Sciences,Technology,DevOps Engineer,3,7867,8,22,8,0,0,2,1,11,Travel_Frequently,Yes,4,1,1,3,4,4,13,0,0,4.6,8.5,5.7,7.6,3.0,8.8,4.7,5.5,6.6,6.4,78.7
447,19,Male,Divorced,3,Life Sciences,Technology,Data Scientist,2,6207,6,17,1,0,0,2,0,3,Non-Travel,No,3,3,4,4,3,4,20,1,0,6.5,5.7,1.7,6.8,9.4,6.1,8.3,8.1,8.2,5.6,103.4
448,45,Female,Single,2,Technical Degree,Research & Development,Research Scientist,3,7676,0,9,0,0,0,2,1,9,Travel_Frequently,No,2,3,2,3,3,3,21,0,0,6.8,9.9,5.5,7.9,6.7,9.6,4.5,6.8,6.6,7.3,76.8
449,49,Male,Married,2,Marketing,Research & Development,Research Director,5,23755,4,13,1,1,0,5,4,6,Non-Travel,No,3,3,4,1,3,3,15,2,0,9.3,7.4,7.5,6.8,6.5,6.1,7.6,6.9,7.1,7.0,118.8
450,44,Male,Married,4,Human Resources,Research & Development,Research Scientist,4,11072,6,7,1,3,1,2,0,9,Travel_Rarely,No,4,2,2,3,3,3,22,2,0,5.4,7.6,5.4,9.2,6.6,8.9,5.5,6.9,7.0,6.4,73.8
451,37,Female,Married,3,Life Sciences,Sales,Sales Representative,5,23075,2,13,2,1,2,0,3,1,Travel_Rarely,No,3,2,3,4,3,4,19,0,0,7.5,6.9,5.2,8.5,6.4,3.1,5.9,6.7,7.2,6.0,115.4
452,41,Female,Single,3,Marketing,Human Resources,HR Analyst,2,5033,14,19,4,0,10,2,2,1,Travel_Frequently,Yes,4,1,4,2,3,3,19,0,1,8.9,7.0,9.7,5.7,3.8,3.3,8.0,6.1,6.8,6.0,83.9
453,29,Male,Married,3,Life Sciences,Technology,Tech Lead,3,7006,8,21,0,1,1,2,4,3,Travel_Rarely,No,4,1,4,4,4,2,18,1,0,8.3,7.1,5.9,8.1,9.0,5.2,8.8,8.4,8.1,6.7,70.1
454,52,Female,Married,3,Technical Degree,Technology,Tech Lead,3,10902,5,11,1,3,0,2,1,9,Non-Travel,Yes,4,3,2,3,4,3,23,3,0,7.8,4.7,2.4,7.4,5.5,1.7,7.6,6.0,8.2,3.9,109.0
455,50,Female,Married,1,Technical Degree,Sales,Sales Representative,1,1896,0,5,0,0,0,3,6,2,Travel_Rarely,Yes,1,2,4,3,2,3,16,2,1,5.9,7.4,2.8,5.9,5.9,6.6,6.9,6.8,5.6,6.3,63.2
456,50,Male,Married,4,Marketing,Research & Development,Research Director,4,10930,5,12,0,3,4,5,5,4,Non-Travel,No,4,2,4,4,3,4,17,0,0,8.6,8.2,8.9,10.0,7.5,4.5,7.0,7.9,8.1,7.8,72.9
457,54,Female,Married,2,Life Sciences,Sales,Manager,3,9332,12,20,7,3,5,2,5,29,Travel_Rarely,No,4,4,4,4,4,3,17,0,0,4.6,6.1,4.9,7.5,9.6,7.5,8.8,8.4,10.0,7.1,93.3
458,29,Male,Married,4,Life Sciences,Sales,Sales Representative,1,2540,2,9,2,0,0,3,3,1,Travel_Rarely,No,4,3,4,4,4,4,21,3,0,7.8,6.8,7.6,7.5,6.3,2.1,8.7,7.2,9.4,6.3,84.7
459,20,Male,Married,4,Life Sciences,Sales,Sales Executive,1,2636,9,13,0,0,1,3,6,15,Travel_Rarely,No,4,4,4,1,4,4,11,1,0,4.4,4.4,5.2,8.2,6.9,8.3,7.9,7.1,8.9,6.8,87.9
460,18,Male,Married,4,Technical Degree,Technology,Data Scientist,4,12042,1,8,0,1,1,2,0,13,Travel_Rarely,No,3,4,3,2,4,4,18,0,0,9.7,8.7,6.8,7.9,9.0,6.2,8.7,7.9,8.4,7.3,80.3
461,50,Male,Married,3,Other,Sales,Sales Executive,1,1900,4,13,4,2,0,3,5,17,Travel_Rarely,No,3,4,4,3,3,4,16,2,0,5.3,9.3,5.1,8.5,7.5,7.8,6.6,7.5,8.5,7.8,63.3
462,57,Female,Single,1,Life Sciences,Technology,Product Manager,1,2173,5,19,4,4,3,2,0,19,Non-Travel,Yes,4,2,3,4,3,3,17,0,0,6.3,7.3,5.7,5.2,7.3,5.7,8.1,7.1,7.8,6.0,72.4
463,27,Male,Single,3,Technical Degree,Sales,Manager,2,6320,5,19,3,2,0,1,2,5,Travel_Rarely,Yes,3,4,3,4,2,1,20,1,0,9.5,7.5,6.9,9.1,1.3,2.7,5.5,5.8,7.9,4.5,105.3
464,46,Female,Single,3,Human Resources,Technology,Tech Lead,1,1831,10,19,0,0,2,3,3,9,Travel_Rarely,No,4,4,3,2,2,3,20,1,0,7.7,7.4,3.4,7.6,6.0,8.6,6.5,7.0,7.6,6.3,61.0
465,30,Female,Single,3,Marketing,Technology,Tech Lead,4,17275,1,9,1,0,1,3,3,7,Travel_Rarely,No,4,4,4,2,4,3,21,2,0,5.9,8.1,6.5,7.4,6.8,7.5,6.7,7.0,9.2,7.1,115.2
466,29,Male,Married,4,Technical Degree,Technology,Data Scientist,2,5315,1,14,1,1,1,3,4,2,Non-Travel,No,4,2,2,4,4,3,12,0,1,7.2,7.4,6.3,5.9,6.8,7.9,8.7,7.4,8.0,7.1,88.6
467,48,Female,Married,3,Technical Degree,Technology,Tech Lead,3,7485,6,13,3,0,4,0,4,2,Travel_Rarely,No,4,3,4,3,4,3,17,0,0,7.4,8.5,2.9,5.6,8.1,6.3,6.9,7.3,9.0,6.7,74.9
468,19,Male,Single,2,Life Sciences,Technology,Product Manager,5,10792,0,1,0,0,0,1,6,3,Travel_Rarely,No,3,3,2,3,3,3,18,2,0,7.6,8.0,10.0,5.6,4.3,9.7,8.4,6.8,7.1,8.1,54.0
469,52,Male,Divorced,2,Life Sciences,Technology,Software Engineer,2,3129,3,4,0,0,3,3,0,1,Travel_Rarely,No,4,3,3,4,3,2,22,2,0,6.7,8.2,5.2,6.3,4.7,10.0,6.5,7.1,8.4,6.0,52.2
470,40,Female,Single,3,Life Sciences,Technology,Data Scientist,2,4644,0,11,0,0,0,3,5,11,Travel_Rarely,No,3,4,1,2,4,3,15,0,0,6.5,7.6,3.9,7.1,8.3,8.8,8.2,7.1,7.6,7.2,77.4
471,34,Male,Married,3,Other,Sales,Sales Executive,3,7689,0,2,0,0,0,0,5,26,Travel_Rarely,No,2,1,3,2,3,4,11,0,1,8.0,8.1,8.9,5.0,8.5,3.2,7.9,6.6,5.4,7.8,76.9
